Method	ID	Species	Fishery	Year	Quarter	Tno	0	1	2	3	4	5	6	7	8	9
DMPAB	583	BET	OTHER	1968	4	14876	2863	2400	8758	743	52	16	15	10	8	11
DMPAB	584	BET	OTHER	1969	1	17913	4193	3516	9218	853	71	18	14	9	8	13
DMPAB	585	BET	OTHER	1969	2	17369	4148	3138	9161	807	62	16	12	8	7	10
DMPAB	586	BET	OTHER	1969	3	16297	3396	2846	9132	800	61	17	14	10	8	13
DMPAB	587	BET	OTHER	1969	4	15556	3031	2541	9088	775	56	17	16	11	9	12
DMPAB	588	BET	OTHER	1970	1	19739	6313	4233	8227	840	84	15	11	6	4	6
DMPAB	589	BET	OTHER	1970	2	17051	4754	3367	8069	743	65	17	13	8	6	9
DMPAB	590	BET	OTHER	1970	3	16737	3959	3721	8118	766	72	25	22	16	15	23
DMPAB	591	BET	OTHER	1970	4	18948	5371	4333	8248	852	87	18	13	9	7	10
DMPAB	592	BET	OTHER	1971	1	16132	5114	2468	7760	683	58	18	12	7	5	7
DMPAB	593	BET	OTHER	1971	2	17171	6931	2213	7450	492	21	20	15	10	8	11
DMPAB	594	BET	OTHER	1971	3	13587	2384	2730	7692	631	50	26	22	16	14	22
DMPAB	595	BET	OTHER	1971	4	13905	2973	2225	7829	734	89	19	13	8	6	9
DMPAB	596	BET	OTHER	1972	1	21074	8876	1668	9490	965	24	19	13	7	5	7
DMPAB	597	BET	OTHER	1972	2	20378	7882	2517	9278	611	22	22	16	10	8	12
DMPAB	598	BET	OTHER	1972	3	17177	1683	5183	9562	613	25	29	25	17	16	24
DMPAB	599	BET	OTHER	1972	4	15374	2563	1912	9758	926	137	23	18	12	10	15
DMPAB	600	BET	OTHER	1973	1	18888	12422	4563	720	1096	30	21	14	8	6	8
DMPAB	601	BET	OTHER	1973	2	50020	17658	5639	25002	1618	26	24	18	12	9	14
DMPAB	602	BET	OTHER	1973	3	33586	2719	11226	18353	1131	29	33	29	20	18	28
DMPAB	603	BET	OTHER	1973	4	12281	5735	4283	1157	737	281	26	20	14	11	17
DMPAB	604	BET	OTHER	1974	1	18030	11848	4352	694	1048	31	22	15	8	5	7
DMPAB	605	BET	OTHER	1974	2	52818	16843	5379	28639	1850	28	26	19	12	9	13
DMPAB	606	BET	OTHER	1974	3	35629	2599	10710	20835	1295	33	40	34	25	23	35
DMPAB	607	BET	OTHER	1974	4	11757	5473	4086	1116	707	272	30	24	16	13	20
DMPAB	608	BET	OTHER	1975	1	13986	9205	3326	552	822	25	20	14	8	6	8
DMPAB	609	BET	OTHER	1975	2	62417	13829	4461	41352	2664	26	25	20	13	11	16
DMPAB	610	BET	OTHER	1975	3	43301	2324	9358	29525	1862	33	45	43	32	31	48
DMPAB	611	BET	OTHER	1975	4	8595	3928	2846	904	567	229	31	27	19	17	27
DMPAB	612	BET	OTHER	1976	1	19794	13070	4723	758	1159	27	20	14	8	6	9
DMPAB	613	BET	OTHER	1976	2	75158	19634	6334	46099	2972	28	26	21	14	12	18
DMPAB	614	BET	OTHER	1976	3	52070	3289	13285	33167	2076	35	48	47	35	34	54
DMPAB	615	BET	OTHER	1976	4	12104	5573	4040	1250	795	315	33	29	21	19	29
DMPAB	616	BET	OTHER	1977	1	22306	14727	5322	855	1306	30	23	16	10	7	10
DMPAB	617	BET	OTHER	1977	2	87414	22124	7137	54506	3512	31	29	24	16	14	21
DMPAB	618	BET	OTHER	1977	3	60573	3709	14970	39149	2453	39	55	54	41	40	63
DMPAB	619	BET	OTHER	1977	4	13648	6280	4553	1411	897	355	38	34	24	22	34
DMPAB	620	BET	OTHER	1978	1	16656	10955	3959	663	980	29	24	17	10	8	11
DMPAB	621	BET	OTHER	1978	2	85336	16459	5310	59592	3833	31	31	25	17	15	23
DMPAB	622	BET	OTHER	1978	3	59240	2774	11138	42336	2677	40	59	58	45	44	69
DMPAB	623	BET	OTHER	1978	4	10268	4679	3388	1087	678	273	40	36	26	24	37
DMPAB	624	BET	OTHER	1979	1	20194	13116	5019	803	1154	37	23	16	9	7	10
DMPAB	625	BET	OTHER	1979	2	79077	19349	6309	50053	3234	32	29	23	15	13	20
DMPAB	626	BET	OTHER	1979	3	54716	3435	12855	35873	2274	42	52	51	39	37	58
DMPAB	627	BET	OTHER	1979	4	11273	4420	3346	2205	940	218	36	32	23	21	32
DMPAB	628	BET	OTHER	1980	1	15896	10371	3854	643	925	33	25	17	10	7	11
DMPAB	629	BET	OTHER	1980	2	78205	15491	5004	54087	3481	32	31	25	17	15	22
DMPAB	630	BET	OTHER	1980	3	54091	2665	10230	38445	2442	43	58	57	43	42	66
DMPAB	631	BET	OTHER	1980	4	10060	3638	2754	2379	940	189	40	35	26	23	36
DMPAB	632	BET	OTHER	1981	1	34066	22567	8123	1272	1991	36	27	19	11	8	12
DMPAB	633	BET	OTHER	1981	2	107795	34133	10921	58796	3788	35	34	28	19	16	25
DMPAB	634	BET	OTHER	1981	3	73820	5605	22397	42811	2661	47	64	64	49	47	75
DMPAB	635	BET	OTHER	1981	4	20183	8201	6175	3618	1616	394	44	39	29	26	41
DMPAB	636	BET	OTHER	1982	1	17431	10861	4677	780	952	59	34	24	15	12	17
DMPAB	637	BET	OTHER	1982	2	99460	13760	4405	76205	4892	39	43	36	25	22	33
DMPAB	638	BET	OTHER	1982	3	69585	2438	9535	53736	3426	54	83	84	65	63	101
DMPAB	639	BET	OTHER	1982	4	12439	3898	2958	3749	1358	213	60	57	43	40	63
DMPAB	640	BET	OTHER	1983	1	36439	21858	10901	1634	1817	126	34	25	15	12	17
DMPAB	641	BET	OTHER	1983	2	107634	23124	7416	72245	4647	42	44	36	25	22	33
DMPAB	642	BET	OTHER	1983	3	73886	3778	14917	51476	3258	57	85	85	65	64	101
DMPAB	643	BET	OTHER	1983	4	19346	7066	5337	4519	1800	355	62	58	44	41	64
DMPAB	644	BET	OTHER	1984	1	51230	33897	12215	1918	2996	68	50	33	20	14	19
DMPAB	645	BET	OTHER	1984	2	142531	49370	15862	72370	4681	63	54	43	28	24	36
DMPAB	646	BET	OTHER	1984	3	96703	7997	31863	53071	3284	69	89	88	69	67	106
DMPAB	647	BET	OTHER	1984	4	41063	17179	12934	6756	3145	801	60	54	40	37	57
DMPAB	648	BET	OTHER	1985	1	46407	30645	11134	1739	2701	57	40	31	20	16	24
DMPAB	649	BET	OTHER	1985	2	135479	43721	14021	72813	4698	50	48	40	27	24	37
DMPAB	650	BET	OTHER	1985	3	90134	6627	26764	52938	3294	66	95	94	73	71	112
DMPAB	651	BET	OTHER	1985	4	19146	84	285	14073	4186	63	97	96	74	73	115
DMPAB	652	BET	OTHER	1986	1	10834	696	710	7106	2144	51	43	29	18	15	22
DMPAB	653	BET	OTHER	1986	2	83758	37	98	77350	6041	46	51	42	29	25	39
DMPAB	654	BET	OTHER	1986	3	61159	121	127	55577	4779	75	100	99	77	77	127
DMPAB	655	BET	OTHER	1986	4	16032	89	240	11679	3474	66	104	102	79	77	122
DMPAB	656	BET	OTHER	1987	1	21254	3281	2907	11085	3409	108	102	97	75	73	117
DMPAB	657	BET	OTHER	1987	2	85816	50	150	78541	6719	54	72	65	48	46	71
DMPAB	658	BET	OTHER	1987	3	63500	0	145	57139	5506	256	152	93	66	55	88
DMPAB	659	BET	OTHER	1987	4	22145	221	360	15584	4514	131	244	297	237	224	333
DMPAB	660	BET	OTHER	1988	1	45902	26050	9568	6210	2402	143	280	322	261	259	407
DMPAB	661	BET	OTHER	1988	2	132386	28595	9495	88574	5427	63	56	66	47	32	31
DMPAB	662	BET	OTHER	1988	3	94746	5291	21620	63303	3778	80	106	202	154	112	100
DMPAB	663	BET	OTHER	1988	4	82851	18856	11803	19153	5466	2255	4345	5169	4299	4412	7093
DMPAB	664	BET	OTHER	1989	1	45717	25455	9447	6178	2374	179	424	448	353	340	519
DMPAB	665	BET	OTHER	1989	2	136173	27625	9172	93133	5725	173	123	83	59	43	37
DMPAB	666	BET	OTHER	1989	3	108318	5108	21497	77386	3999	171	102	30	12	6	7
DMPAB	667	BET	OTHER	1989	4	44515	13665	10218	12430	3821	919	734	679	537	561	951
DMPAB	668	BET	OTHER	1990	1	38543	23555	9011	1871	2158	265	404	325	253	261	440
DMPAB	669	BET	OTHER	1990	2	127438	42047	13941	66626	4360	115	164	79	26	24	56
DMPAB	670	BET	OTHER	1990	3	88396	7400	28328	48676	3039	113	303	169	69	88	211
DMPAB	671	BET	OTHER	1990	4	39728	12802	9169	9379	3583	908	751	786	626	648	1076
DMPAB	672	BET	OTHER	1991	1	61801	38597	14789	2843	3502	285	402	372	283	278	450
DMPAB	673	BET	OTHER	1991	2	173595	69265	22962	75456	5046	198	205	163	107	81	112
DMPAB	674	BET	OTHER	1991	3	119639	12180	46603	56267	3602	173	255	266	155	72	66
DMPAB	675	BET	OTHER	1991	4	52149	19861	14715	11143	4809	1100	176	167	93	44	41
DMPAB	676	BET	OTHER	1992	1	47948	30737	11800	1956	2751	175	189	135	80	53	72
DMPAB	677	BET	OTHER	1992	2	144537	55520	18392	65637	4455	142	178	118	55	23	17
DMPAB	678	BET	OTHER	1992	3	100707	9984	37360	48779	3683	215	287	198	51	56	94
DMPAB	679	BET	OTHER	1992	4	44278	16088	11835	10200	4478	949	236	185	88	85	134
DMPAB	680	BET	OTHER	1993	1	64510	41792	16046	2509	3650	163	148	75	34	38	55
DMPAB	681	BET	OTHER	1993	2	197748	73724	24506	92809	6112	130	172	96	51	66	82
DMPAB	682	BET	OTHER	1993	3	193221	58573	60881	69152	4261	141	102	55	26	13	17
DMPAB	683	BET	OTHER	1993	4	88807	43622	22690	15250	5888	1143	102	55	26	14	17
DMPAB	684	BET	OTHER	1994	1	113861	92640	14646	1969	2731	461	561	350	259	156	88
DMPAB	685	BET	OTHER	1994	2	221875	99737	18427	96634	6494	163	143	87	57	51	82
DMPAB	686	BET	OTHER	1994	3	175855	79786	22728	66998	4479	356	508	310	233	197	260
DMPAB	687	BET	OTHER	1994	4	143119	100001	26556	12139	3531	176	243	151	94	87	141
DMPAB	688	BET	OTHER	1995	1	118970	93582	24506	309	109	146	107	68	40	33	70
DMPAB	689	BET	OTHER	1995	2	194252	70098	24065	93393	6027	183	160	93	60	57	116
DMPAB	690	BET	OTHER	1995	3	176516	61526	33242	64860	4183	1837	2909	1831	1497	1683	2948
DMPAB	691	BET	OTHER	1995	4	122685	77467	35842	4147	2771	1480	136	149	206	223	264
DMPAB	692	BET	OTHER	1996	1	72636	36630	26925	3512	3616	793	221	245	253	219	222
DMPAB	693	BET	OTHER	1996	2	81813	29901	22063	14117	3803	956	4199	1997	1478	1356	1943
DMPAB	694	BET	OTHER	1996	3	70070	15679	29326	12401	3369	838	3039	1589	1218	1107	1504
DMPAB	695	BET	OTHER	1996	4	76446	16561	26251	21161	8333	1238	456	488	403	483	1072
DMPAB	696	BET	OTHER	1997	1	53659	16991	24602	4686	3662	610	503	529	430	513	1133
DMPAB	697	BET	OTHER	1997	2	68799	10486	27624	16030	2871	754	4097	1978	1457	1382	2120
DMPAB	698	BET	OTHER	1997	3	64903	12356	27172	12602	2632	689	3210	1670	1122	1164	2286
DMPAB	699	BET	OTHER	1997	4	76541	11865	32880	22653	7539	693	232	179	92	104	304
DMPAB	700	BET	OTHER	1998	1	70832	14843	46057	7067	2435	106	75	89	48	36	76
DMPAB	701	BET	OTHER	1998	2	120397	5997	53424	47311	7640	2526	539	667	1314	619	360
DMPAB	702	BET	OTHER	1998	3	114611	10902	54443	35404	5356	1729	425	828	1348	1330	2846
DMPAB	703	BET	OTHER	1998	4	74425	24493	18093	21793	8101	1228	87	87	99	145	299
DMPAB	704	BET	OTHER	1999	1	137892	89706	34206	5171	7626	293	130	160	222	210	168
DMPAB	705	BET	OTHER	1999	2	228515	130953	44586	39018	7883	2478	576	698	1346	659	318
DMPAB	706	BET	OTHER	1999	3	166463	27139	92300	36075	5810	1784	436	588	1132	703	496
DMPAB	707	BET	OTHER	1999	4	117477	43451	31343	27875	11169	2166	147	233	392	352	349
DMPAB	708	BET	OTHER	2000	1	71680	46210	17769	2934	4114	245	137	88	73	54	56
DMPAB	709	BET	OTHER	2000	2	129845	72878	24461	15184	6708	5493	1423	2680	714	160	144
DMPAB	710	BET	OTHER	2000	3	98277	16008	53519	15642	3963	3987	2325	1675	661	275	222
DMPAB	711	BET	OTHER	2000	4	80121	24307	17965	26406	9138	1410	276	151	200	142	126
DMPAB	712	BET	OTHER	2001	1	114961	74438	28769	4687	6535	218	130	75	55	31	23
DMPAB	713	BET	OTHER	2001	2	187548	126306	43078	1815	3472	6640	4076	1574	412	96	79
DMPAB	714	BET	OTHER	2001	3	140418	26305	86176	13795	3005	4862	3232	1359	811	433	440
DMPAB	715	BET	OTHER	2001	4	115372	40325	29462	31495	11295	2085	364	72	33	56	185
DMPAB	716	BET	OTHER	2002	1	158235	93874	37065	15762	10994	244	131	66	36	24	39
DMPAB	717	BET	OTHER	2002	2	212061	144771	49763	4286	3075	4887	2811	1748	487	91	142
DMPAB	718	BET	OTHER	2002	3	173838	34870	105397	23782	2393	3458	2287	907	307	123	314
DMPAB	719	BET	OTHER	2002	4	114012	51450	38172	13350	7552	2547	220	212	156	141	212
DMPAB	720	BET	OTHER	2003	1	148825	87902	34161	15546	10676	217	126	81	43	31	42
DMPAB	721	BET	OTHER	2003	2	77348	36036	9233	19847	1816	3513	1541	1616	637	632	2477
DMPAB	722	BET	OTHER	2003	3	62224	9394	20756	22430	2149	1551	578	1621	713	635	2397
DMPAB	723	BET	OTHER	2003	4	53251	21715	15939	7020	3631	1235	283	381	318	563	2166
DMPAB	724	BET	OTHER	2004	1	58050	16486	6875	24758	5096	144	340	1271	485	450	2145
DMPAB	725	BET	OTHER	2004	2	45044	18957	7018	12554	1376	204	404	999	408	516	2608
DMPAB	726	BET	OTHER	2004	3	53947	5493	17418	24807	2299	184	249	158	154	553	2632
DMPAB	727	BET	OTHER	2004	4	71988	18457	13663	30792	4845	1015	194	129	145	498	2250
DMPAB	728	BET	OTHER	2005	1	57363	18145	7435	22508	3889	167	487	296	315	822	3299
DMPAB	729	BET	OTHER	2005	2	61199	19650	7319	26368	2751	173	276	206	272	813	3371
DMPAB	730	BET	OTHER	2005	3	145687	23801	80668	35060	3424	245	334	224	271	469	1191
DMPAB	731	BET	OTHER	2005	4	132116	46887	34971	36559	8950	2269	190	259	327	562	1142
DMPAB	732	BET	OTHER	2006	1	216356	95952	37088	61194	13216	261	1107	1161	1377	1800	3200
DMPAB	733	BET	OTHER	2006	2	291022	155029	52478	69731	6226	334	542	1019	1338	1632	2693
DMPAB	734	BET	OTHER	2006	3	210968	26113	90169	77737	6295	229	755	1469	1946	2373	3882
DMPAB	735	BET	OTHER	2006	4	186840	49089	36511	78897	12140	2411	564	1073	1521	1832	2802
DMPAB	736	BET	OTHER	2007	1	218612	79428	30285	86747	13686	262	1409	1212	1384	1660	2539
DMPAB	737	BET	OTHER	2007	2	304366	137322	46154	104097	8451	191	741	1029	1862	2088	2431
DMPAB	738	BET	OTHER	2007	3	228209	22623	75299	113154	9002	587	919	1124	1435	1768	2298
DMPAB	739	BET	OTHER	2007	4	208963	41566	30323	113508	13871	2422	1187	1634	1407	1331	1714
DMPAB	740	BET	OTHER	2008	1	302565	99748	37814	131353	18976	884	3415	2706	2137	2183	3349
DMPAB	741	BET	OTHER	2008	2	405407	166033	55379	158916	12925	837	1621	1922	1972	2385	3417
DMPAB	742	BET	OTHER	2008	3	312821	28590	89986	169199	13182	834	1631	1926	1952	2299	3222
DMPAB	743	BET	OTHER	2008	4	283750	48232	34851	167907	18644	2979	1957	2565	2062	1931	2622
DMPAB	744	BET	OTHER	2009	1	354784	92330	34834	183942	21891	1265	5238	4208	3149	3076	4851
DMPAB	745	BET	OTHER	2009	2	531975	207230	62360	227765	17497	1183	2575	2900	2379	2986	5100
DMPAB	746	BET	OTHER	2009	3	452216	56658	84238	276338	20751	1168	2575	2899	2250	2143	3196
DMPAB	747	BET	OTHER	2009	4	354849	45335	32135	234880	22714	3167	2980	3997	3163	2783	3695
DMPAB	748	BET	OTHER	2010	1	320287	68051	25559	183276	19943	1383	5543	4575	3431	3328	5198
DMPAB	749	BET	OTHER	2010	2	500400	182527	52092	228591	17632	1329	2862	3268	2689	3461	5949
DMPAB	750	BET	OTHER	2010	3	444801	58834	62297	286032	21736	1318	2862	3266	2525	2391	3540
DMPAB	751	BET	OTHER	2010	4	334125	34125	23621	233313	21402	2779	3373	4577	3623	3165	4147
DMPAB	752	BET	OTHER	2011	1	320649	68103	25573	183356	19974	1397	5568	4614	3462	3359	5243
DMPAB	753	BET	OTHER	2011	2	577379	242407	64740	229900	17637	1320	2896	3320	2867	4364	7928
DMPAB	754	BET	OTHER	2011	3	523772	89776	64276	328700	24930	1309	2896	3317	2567	2422	3579
DMPAB	755	BET	OTHER	2011	4	337645	34251	23653	233522	21485	2898	3752	5468	4363	3689	4564
